"ID","Team","Title","Description","Status","Estimate","Priority","Project ID","Project","Creator","Assignee","Labels","Cycle Number","Cycle Name","Cycle Start","Cycle End","Created","Updated","Started","Triaged","Completed","Canceled","Archived","Due Date","Parent issue","Initiatives","Project Milestone ID","Project Milestone","SLA Status","UUID","Time in status (minutes)","Related to","Blocked by","Duplicate of"
"SUG-236","Sugartown","Pages as knowledge-graph nodes: consume page related/relatedTerms + harden person.bio annotations","Two loose ends from [SUG-210](https://linear.app/sugartown/issue/SUG-210/content-pipeline-rules-consolidation)'s Tier 1 / Tier 2 work. The goal for pages is **knowledge-graph participation and metadata alignment with the standard content types (article/node/caseStudy) — not visual display**.

## 1. Pages become first-class knowledge-graph nodes

[SUG-210](https://linear.app/sugartown/issue/SUG-210/content-pipeline-rules-consolidation) added `related` + `relatedTerms` to the `page` schema (`page.ts:239`/`:253`) to align pages with article/node/caseStudy, and the GROQ projection is already wired (`queries.js` `pageBySlugQuery` projects both — confirmed 2026-07-23). What's missing is that **nothing consumes them**: the page render path (`RootPage.jsx`) reads neither, and pages don't appear to feed the knowledge graph via these edges.

**Intent (per Bex):** standard site content pages should be aligned in metadata with casestudy/article/node so pages are part of the knowledge graph — but the metadata should **not** necessarily be surfaced the way MetadataCard surfaces it on content pages. Some of it is display metadata; some is ""true metadata"" that exists to power relationships/graph/SEO and is never rendered as a visible card.

**Required deliverable — display-vs-data-only review:** before wiring anything, produce a per-field classification of page metadata: which fields should be *displayed* on the page, and which are *data-only* (feed the knowledge graph, related-content edges, SEO/JSON-LD, internal linking) with no visible surface. Wire each field to the correct destination based on that review — do not default to rendering a MetadataCard on pages.

Scope after review: feed page `related`/`relatedTerms` into the knowledge-graph collector/edges (same treatment as article/node/caseStudy where it's data-only), plus any display the review explicitly approves. Verify against the KG build-time GROQ-to-JSON collector ([SUG-73](https://linear.app/sugartown/issue/SUG-73/dynamic-knowledge-graph-force-directed-viz-on-knowledge-graph-sanity) lineage).

**Cleanup:** the comment at `page.ts:237` (""no GROQ projection or rendering wired"") is now half-stale — the projection exists; only render/consume is missing. Correct it.

## 2. [person.bio](<http://person.bio>) orphaned-annotation risk (Tier 2)

`person.bio` uses `standardPortableText`, which permits inline `citationRef`/`glossaryTermRef` marks, but the `person` schema has **no** `citations[]` or `relatedTerms[]` backing array to resolve them against (confirmed 2026-07-23). An editor could insert a citation/term marker in a bio today and it would point at nothing. Decide: either strip those marks from `bio`'s PT config, or add the backing array(s) to `person`. Not urgent (needs an editor to actually do it) but a latent landmine — same class as [SUG-211](https://linear.app/sugartown/issue/SUG-211/glossary-chip-abbreviation-preference)'s orphaned-token finding, at the schema level.

Source: [SUG-210](https://linear.app/sugartown/issue/SUG-210/content-pipeline-rules-consolidation) close-out ""Open follow-ons"" + Tier 2 gaps. See `docs/shipped/SUG-210-content-pipeline-rules-consolidation.md`.","Backlog",,"Medium",,,"bex@sugartown.io","bex@sugartown.io","Schema, CMS",,,,,"2026-07-23T13:05:26.278Z","2026-08-09T10:58:08.468Z",,,,,,,,"",,,,"5a7d560b-15b3-436b-b16e-923aa24a89f5",33012,"SUG-73, SUG-210, SUG-211",,
"SUG-237","Sugartown","Node: The Witness Who Was Never in the Room — context transfer across the agentic caucus","Knowledge graph node drafted in Sanity, awaiting human review + publish.

**Draft:** `drafts.983c29c6-b196-48d5-919e-1c87c2c3051c`
**Slug:** `/knowledge-graph/witness-never-in-the-room-context-transfer`
**Status:** `exploring` · **aiDisclosure:** ""Narrated by Claude, directed by Bex Head.""

## Thesis

**CONTEXT IS EVERYTHING.** An agent's ceiling is its context, not its reasoning.

## The occasion

A workflow gap analysis + future-state diagram + six-epic sprint brief was produced on [claude.ai](<http://claude.ai>) from pasted repo documentation, with no filesystem access. Claude Code verified it against the actual repo. Three of six premises were false:

| Premise | Reality |
| -- | -- |
| No a11y addon installed | `@storybook/addon-a11y@^10.3.4` installed and registered in `.storybook/main.ts`; CI gate already scoped as [SUG-161](https://linear.app/sugartown/issue/SUG-161/storybook-testing-infrastructure-interaction-tests-a11y-ci-gate-vitest) Phase 2 |
| `stats.json` may be seeded → feedback loop epic blocked | `stats.yml` runs daily, collects LHCI/CrUX/GitHub/Sanity/Linear, fails its own job on stale collectors. The most valuable epic was cancelled by a guess |
| No second reader on the diff | `.claude/agents/design-reviewer.md` exists — fresh context, read-only, six dimensions. Never invoked: CLAUDE.md doesn't mention it once in 797 lines |

The finding neither prior pass could reach: **three shipped validators run nowhere.** `validate:css-names` (built by [SUG-124](https://linear.app/sugartown/issue/SUG-124/semantic-naming-audit-css-classes-alpha-row-list-pattern-reuse) to enforce a rule CLAUDE.md calls *blocking*, drove 25 violations to zero), `validate:taxonomy`, and `validate:tokens:sync` appear in no hook and no job. Unreachable by reasoning, because the documentation is the thing that's wrong — only `.husky/pre-commit` and `.github/workflows/ci.yml` disagree, and neither is prose.

## VoPM position

Even inside one project, Claude / Cowork / Claude Code are almost entirely separate context universes. This is a major gap across the agentic caucus, not a Sugartown problem. **If you've entered it or executed it in one tool, it should transfer to the ecosystem.**

The node proposes a three-tier model of what should be ambient vs hand-carried:

| Tier | What it is | Transfers today? |
| -- | -- | -- |
| Ambient | Machine-readable system truth: what's installed, what CI runs, what hooks fire, what's in git | No — you paste it or it's invisible |
| Earned | This session's own reasoning: decisions, dead ends, verifications | No — dies with the transcript |
| Authored | CLAUDE.md, conventions, memory files | Yes — because a human maintains and carries it |

The inversion: the only tier that moves reliably is the one costing a person continuous effort. The mechanically-derivable tier, where being wrong looks identical to being right, doesn't move at all.

## Source material

* `docs/drafts/workflow-audit-v0.3-grounded.md` — full corrected audit, 4 prioritized gaps, 6 simplifications, vspec recommendation
* `docs/drafts/sugartown-workflow-future-state-v3.html` — corrected future-state diagram

## Next

- [ ] Human review of the node draft (register, theme discipline, accuracy)
- [ ] Publish decision — agent stops at draft per the Human-Publishes Rule
- [ ] Consider a companion article in Bex's PM voice: the tool-fragmentation argument for a non-technical reader

Related published content: *The Agentic Caucus* (article), *We Fixed the Same White Screen Three Times* (node — same failure across sessions rather than across tools).","Backlog",,"Low",,,"bex@sugartown.io",,"Clicky burden, Content",,,,,"2026-07-24T13:54:06.883Z","2026-08-09T10:51:26.859Z",,,,,,,,"",,,,"c6797296-c5b1-4de1-8e6c-bbce3ce09c41",31523,"SUG-124, SUG-161",,
"SUG-238","Sugartown","Epic → User Story decomposition (AC/DoD per story, Linear sub-issues)","Backlog doc pending — see `docs/backlog/SUG-{N}-epic-user-story-decomposition.md` once filed with this issue's real ID.

Origin: feedback from the [SUG-224](https://linear.app/sugartown/issue/SUG-224/appsweb-consumes-sugartowndesign-system)-era workflow audit (`docs/drafts/workflow-audit-v0.3-grounded.md` Part 6). Decompose Epics into individually-tracked user stories (own AC + DoD) via Linear's native sub-issue mechanism, resolving the Storybook-""story"" naming collision by using the full term ""user story"" rather than a workaround word. Gated by epic size — not every epic needs this.","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","",,,,,"2026-07-24T14:36:19.805Z","2026-08-09T10:54:22.005Z","2026-07-29T14:23:53.628Z",,"2026-08-04T16:56:09.710Z",,,,,"",,,,"9cd36b48-0f06-4800-a28b-851f5659d751",15501,"SUG-224",,
"SUG-239","Sugartown","Close the enforcement-visibility gaps (orphaned validators + design-reviewer wiring)","Backlog doc pending — see `docs/backlog/SUG-{N}-enforcement-visibility-gaps.md` once filed with this issue's real ID.

Origin: Gap 1 + Gap 2, `docs/drafts/workflow-audit-v0.3-grounded.md`. Two shipped validators (`validate:css-names`, `validate:taxonomy`) run on no hook and no job despite CLAUDE.md and shipped epic docs describing them as enforced. The design-reviewer subagent exists (fresh-context, read-only, six review dimensions) but is never invoked because CLAUDE.md's close-out never names it. Both are ""governance claims coverage it doesn't have"" bugs — same root cause, same fix shape (wire it up, don't build it).","Done",,"High",,,"bex@sugartown.io",,"",,,,,"2026-07-24T14:57:19.433Z","2026-08-09T10:54:21.610Z",,,"2026-07-25T13:25:11.588Z",,,,,"",,,,"5d85a619-dc84-431d-bdc2-ef936736e192",30112,"SUG-245, SUG-271",,
"SUG-240","Sugartown","Route smoke tests — five-route Playwright tripwire","Backlog doc pending — see `docs/backlog/SUG-{N}-route-smoke-tests.md` once filed with this issue's real ID.

Origin: Gap 3, `docs/drafts/workflow-audit-v0.3-grounded.md`. Validators check internal consistency (URLs, filters, taxonomy, style mirrors). Chromatic checks pixels. Nothing checks that the app actually runs — the React hooks pre-flight rule in CLAUDE.md exists precisely because a hooks-order violation produces a blank page that builds cleanly. Five Playwright specs, one assertion each, blocking on red.","Done",,"Medium",,,"bex@sugartown.io",,"",,,,,"2026-07-24T14:58:10.753Z","2026-08-09T10:54:22.032Z",,,"2026-07-25T14:07:55.555Z",,,,,"",,,,"850e1615-476d-4a07-8d9c-15787cc9e08f",30069,"SUG-255",,
"SUG-241","Sugartown","Phase 8 feedback loop — monthly evidence read-back + retrospective trigger","Backlog doc pending — see `docs/backlog/SUG-{N}-phase-8-feedback-loop.md` once filed with this issue's real ID.

Origin: Gap 4, `docs/drafts/workflow-audit-v0.3-grounded.md`. Measurement already runs daily and is real (`stats.yml`) — nothing reads it back into planning. Two loops: monthly product loop (reads stats.json, writes a dated evidence block to the backlog priorities file) and per-epic process loop (friction line in every shipped doc, mechanical 3-strike trigger firing an actual /post-mortem retrospective — output already has a real home at docs/reviews/post-mortem/).","Done",,"Medium",,,"bex@sugartown.io",,"",,,,,"2026-07-24T14:59:58.858Z","2026-08-09T10:54:22.058Z",,,"2026-07-25T16:01:13.321Z",,,,,"",,,,"d583a0c9-4be4-4f5e-b4f4-3fb8f4bc53ea",29956,,,
"SUG-242","Sugartown","Vspec rename + prototype trigger (mock → visual spec)","Backlog doc pending — see `docs/backlog/SUG-{N}-vspec-rename-prototype-trigger.md` once filed with this issue's real ID.

Origin: the uploaded vspec-rename-diff.md brief, corrected against the live repo (6 files touched, not 2 — the design-reviewer subagent's live glob and 3 more convention docs were missed by the original scope). Renames the Phase 0 artifact from ""mock"" to ""vspec"" (visual specification), adds a durability rule (approved vspec copied to docs/shipped/ at close-out), and a mechanical prototype-fidelity trigger. Docs-only, no code impact.","Done",,"High",,,"bex@sugartown.io",,"",,,,,"2026-07-24T15:00:48.572Z","2026-08-09T10:54:21.636Z",,,"2026-07-25T11:12:56.109Z",,,,,"",,,,"39bdfc34-f38d-4f33-800b-6849b35a513a",30244,,,
"SUG-243","Sugartown","Shrink CLAUDE.md — rule IDs, plain English, and a size cap","**Shipped 2026-07-30 in v0.32.0.** Epic doc: `docs/shipped/SUG-243-claude-md-split.md`. CI run `30542636194`, success on `02599e2c`.

Title and description corrected at close-out — both predated the 2026-07-29 rescope and described work this epic deliberately did not do.

## What the rescope changed

The original epic moved rationale out of CLAUDE.md and forbade rewriting any rule. [SUG-221](https://linear.app/sugartown/issue/SUG-221/rules-and-tools-audit-process-establishment-calibration-run-1-eom)'s audit showed that shape does not work: ~534,000 tokens across 6 subagents, and the net effect on CLAUDE.md was **+2 lines**, because merged content was kept verbatim with cross-references added. The file then grew 768 → 862 lines in the following 8 days.

Three changes followed: rewriting rules to be shorter became in scope (it had been a Non-Goal, which is why the previous pass added lines), a size cap was added and enforced in CI, and rules got stable IDs.

## What shipped

| Measure | Before | After |
| -- | -- | -- |
| CLAUDE.md lines | 907 | 811 |
| CLAUDE.md words | 12,855 | 10,331 |
| Session-loaded surface (words) | 21,757 | 18,906 |
| Cap | none | 20,150, enforced by `validate:doc-budget` in CI |

* **60 rules enumerated and classified** as `RULE-001`..`RULE-060` in `docs/ai/agentic-caucus/rule-register.md`. 43 rewritten, 17 checked and deliberately left unchanged, 0 lost, all IDs resolving.
* **54 of 60 are** `convention` **class** — true by discipline, no machine backing. Six are `enforced-by-code`. The control register is the inverse at 19 of 25. That asymmetry is the honest shape of the rule surface, not a defect this epic tried to fix.
* Nine incident narratives moved out of CLAUDE.md into the register's `§Rationale`, keyed by rule ID.
* **Strikethrough convention retired** — zero `~~` remain in CLAUDE.md. Retired rules live in the register with their IDs preserved.
* One misfiled rule relocated (`RULE-046`, a Grid rule sitting inside §Taxonomy pre-flight).
* `validate:doc-budget` added, capped from measurement, with a liveness probe.

## 811 lines against a 650 goal

Reported rather than met, per the epic's own Risks section: **no rule was deleted to reach a number.** The gap is structural — most of CLAUDE.md is one-line instructions, so compression shortens lines without removing them. The words axis is where the epic delivered, and the surface fell by the same amount as the file because extracted narrative went to the register, which sits outside the counted surface.

## Notable findings

* **A gate stopped firing when its own cap tightened.** The doc-budget liveness probe padded a file with a hardcoded 400 words. Headroom went 243 → 963, so 400 words no longer violated anything and the probe reported `STAYED GREEN against a known violation`. The padding now derives from the gate's own output. Recorded as **no incident** — the probe caught itself in the same session in an uncommitted tree, below the incident log's stated bar.
* **Three figures in this epic's own brief were wrong** and were corrected by measuring: the citation-drift evidence (a line wrap misread as a second heading), ""two live `inert` uses"" (three), and a line reference off by 52.
* Friction line: the rule-file write gate was skipped once in seven, from method drift rather than misreading. Fixed with a copy-first clause.

## Follow-up filed

[SUG-264](https://linear.app/sugartown/issue/SUG-264/wire-the-banned-word-check-as-validatebanned-words) — wire the banned-word check as `validate:banned-words`. Filed with Linear issue, backlog stub and priority row.","Canceled",,"Urgent",,,"bex@sugartown.io","bex@sugartown.io","",,,,,"2026-07-24T15:01:56.761Z","2026-08-13T15:37:45.540Z","2026-07-30T10:12:11.530Z",,,"2026-08-13T15:37:45.517Z",,,,"",,,,"2b2afe40-61d3-4809-b839-7391b1987162",2620,"SUG-264, SUG-265, SUG-267, SUG-284",,
"SUG-244","Sugartown","GovernancePage — add workflow lifecycle diagram + governance doc index","Backlog doc pending — see `docs/backlog/SUG-{N}-governance-workflow-diagram.md` once filed with this issue's real ID.

Proposal, not yet approved for execution. Adds a new §07 section to the live /governance page: an 8-phase Mermaid lifecycle diagram (reusing the already-shipped MermaidDiagram + SectionLabel pattern from §03 Release Process — no new component, no Phase 0 mock needed) plus a companion Table linking each phase to its governing doc and output artifact. Light/dark already solved by the existing component. Doc-linking deliberately NOT done via native Mermaid click-links (component sets securityLevel: 'strict', likely deliberate since it also renders Sanity-authored content) — uses the page's existing Table/TableWrap pattern instead.","Done",,"Urgent",,,"bex@sugartown.io","bex@sugartown.io","",,,,,"2026-07-24T15:03:13.973Z","2026-08-09T10:54:21.500Z","2026-07-26T16:36:11.068Z",,"2026-07-26T17:26:08.610Z",,,,,"",,,,"48b2a287-af85-4227-98ed-eabce79a436b",28431,,"SUG-245",
"SUG-245","Sugartown","GovernancePage accuracy pass — AI governance tiles, release diagram, stale source doc","Backlog doc pending — see `docs/backlog/SUG-{N}-governance-page-accuracy-pass.md` once filed with this issue's real ID.

Found during a live review of /governance: (1) the §05 AI Governance Coverage tiles assume the reader already knows the six-layer framework — ""Strong · owned in code"" / ""by choice"" / ""nothing trained"" read as non-sequiturs to a casual observer; (2) the page's ""0 gaps"" claim is now false — docs/ai/agentic-caucus/governance-coverage.md (dated 30 June 2026, a month stale) rates ""Policy enforcement: Strong — pre-commit hooks, validators, gates"" and [SUG-239](https://linear.app/sugartown/issue/SUG-239/close-the-enforcement-visibility-gaps-orphaned-validators-design) just found three counterexamples; (3) the §03 Release Process Mermaid diagram shows 5 gates, the real process has 7 — ""Source of truth"" (real Gate 1) is drawn as an ungated step, ""Version Bump"" is invented as its own gate with no match in the real list. Same failure shape as the validators, one layer up: documentation asserting coverage code doesn't back.","Done",,"Urgent",,,"bex@sugartown.io",,"",,,,,"2026-07-24T15:15:14.308Z","2026-08-09T10:54:21.329Z",,,"2026-07-26T14:16:17.850Z",,,,,"",,,,"85d5973f-8001-43d2-b2de-d437b01a9ae6",28621,"SUG-239, SUG-247, SUG-256",,
"SUG-246","Sugartown","Linear workflow status sync — priority + dependency alignment","Wire the existing Claude-driven epic workflow (`/new-epic`, activation, close-out) to keep each epic's Linear issue status, priority, and blocking relations synced to its real state in the Sugartown backlog: execution start → ""In Progress"", promoted-to-Next → ""Todo"", Linear priority mirrors backlog priority tier, and cross-epic ""blocked on SUG-X"" statements get expressed as real Linear `blockedBy`/`blocks` relations instead of just prose.","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","CMS",,,,,"2026-07-25T10:00:17.056Z","2026-08-09T10:58:08.987Z","2026-07-25T10:11:53.493Z",,"2026-07-25T10:16:29.583Z",,,,,"",,,,"df9f6c3e-35d4-49fb-a672-a5a242a865e1",30301,,,
"SUG-247","Sugartown","DS build bug: esbuild-css-modules-plugin camelCases class names, breaking hyphenated bracket lookups in Grid/Card/Columns/Metric","## Root cause

`packages/design-system/build.mjs` builds the package with esbuild + `esbuild-css-modules-plugin`. That plugin camelCases CSS class names in its generated JS name-map — e.g. `.spacing-0` in a `.module.css` file becomes `styles.spacing0` in the compiled JS, and `.accentTop-ink` becomes `styles.accentTopInk`. But component source code accesses these classes via hyphenated bracket notation, e.g. `styles[\`spacing-${spacing}`]`in`packages/design-system/src/components/Grid/Grid.tsx`— which evaluates to`styles['spacing-0']`, a key that does not exist in the camelCased compiled map. The lookup silently returns `undefined`, gets filtered out of the className list, and the modifier class never applies.

This only breaks in the **built package** (`dist/index.mjs` / `dist/index.js`), because `packages/design-system/package.json` has `""module"": ""./dist/index.mjs""` — every consumer (`apps/web` post-[SUG-224](https://linear.app/sugartown/issue/SUG-224/appsweb-consumes-sugartowndesign-system), and Storybook via `@sugartown/design-system/styles.css` in `apps/storybook/.storybook/preview.ts`) resolves to this built output, not source. It does NOT break within the design-system package's own Storybook stories (e.g. `Grid.stories.tsx`), because those import the `.tsx` source directly and Vite's own CSS-modules handling preserves original hyphenated names.

## Verified affected component

`Grid.tsx` (`packages/design-system/src/components/Grid/Grid.tsx`) — `spacing=""0""` (hairline bg-through-gap dividers) and `accentTop`/`accentColor` (top rule) both silently no-op in the built package.

Confirmed via: `grep -o '""spacing[^""]*""' packages/design-system/dist/index.js` → shows `spacing0`/`spacingLg` (camelCase), but `Grid.tsx` source does `styles[\`spacing-${spacing}`]` (hyphenated).

Reproduced live in Storybook's ""Patterns/PageSections - Stat Card Section"" story — inspected the rendered Grid element's className via devtools JS: only `Grid-module__grid_*` present, no `spacing-0`/`accentTop-ink` modifier class, despite `<Grid spacing=""0"" accentTop accentColor=""ink"">` being passed (see `apps/web/src/components/PageSections.jsx` `StatCardSectionRenderer`, ~line 866).

## Same pattern also found (NOT yet individually verified/reproduced) in 3 more components

Found via `grep -rln ""styles\[\`[a-zA-Z]*-"" packages/design-system/src/components/`:

* `packages/design-system/src/components/Card/Card.tsx`
* `packages/design-system/src/components/Columns/Columns.tsx`
* `packages/design-system/src/components/Metric/Metric.tsx`

Each should be individually checked the same way: find the hyphenated `styles[\`...-...`]`bracket access, confirm the corresponding CSS class name in the sibling`.module.css`file, confirm the compiled`dist/index.js` uses a camelCased key instead, and confirm the resulting className is actually missing at runtime.

## Blast radius

`apps/web` now consumes `@sugartown/design-system` as a real workspace dependency ([SUG-224](https://linear.app/sugartown/issue/SUG-224/appsweb-consumes-sugartowndesign-system), shipped v0.30.0, 2026-07-24) — this affects every place in the live site that uses `<Grid spacing=""0"">` (hairline stat/tile grids — e.g. GovernancePage §01 top stats and §05 AI Governance Coverage tiles, ContentModelsPage, DesignSystemRegistryPage artifacts grids, and any other `spacing=""0""`/`accentTop` Grid usage), plus whatever Card/Columns/Metric variants use the same hyphenated pattern.

Prod's last Storybook deploy predates the [SUG-224](https://linear.app/sugartown/issue/SUG-224/appsweb-consumes-sugartowndesign-system) Phase 5 commit (`5710db69`, 2026-07-24 05:16, ""feat(web): promote Grid/PageHeader/SectionLabel/Sidebar to the package"") that moved Grid into the package and triggered this build-tool mismatch — the next prod deploy of either `apps/web` or Storybook should be expected to reproduce the same missing-divider bug unless fixed first.

## Recommended fix approach (not yet implemented)

Rename the hyphenated CSS module class names in the 4 affected components' `.module.css` files to camelCase-safe names (e.g. `.spacing-0` → `.spacing0`, `.accentTop-ink` → `.accentTopInk`), and update each component's className-building logic to match — consider an explicit lookup map instead of string interpolation to avoid this class of bug recurring, since `spacing` prop values are `'0'`/`'lg'`.

Rebuild the package (`cd packages/design-system && npm run build`), then verify: (1) Storybook's own Grid/Card/Columns/Metric stories still render correctly (source-level Vite consumption — should be unaffected either way, sanity check), (2) Storybook's Patterns/PageSections stories that use these components via the built package (clear `apps/storybook/node_modules/.cache/storybook` and restart the dev server first — Vite's dep-optimization cache persists across restarts and will serve a stale bundle otherwise), (3) `apps/web`'s actual pages that use these components (GovernancePage `/platform/governance`, ContentModelsPage, etc.) in both light and dark theme.

This is a shared DS-infrastructure fix — do not bundle into an unrelated epic's commits; it deserves its own scoped commit/PR.

## Origin

Found 2026-07-26 while working [SUG-245](https://linear.app/sugartown/issue/SUG-245/governancepage-accuracy-pass-ai-governance-tiles-release-diagram-stale) (unrelated epic), on branch `main` at commit `04c30eeb`. Diagnosis only — `cd packages/design-system && npm run build` was run once to rule out staleness (ruled out, `dist/` is gitignored so no repo effect), and `apps/storybook/node_modules/.cache/storybook` was cleared to rule out a stale-cache explanation (also ruled out). No fix code written yet.","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","Component, Design System, Bug",,,,,"2026-07-26T12:45:33.029Z","2026-08-09T10:56:17.030Z","2026-07-26T14:28:00.567Z",,"2026-07-26T16:25:15.576Z",,,,,"",,,,"2307e6b2-3cd6-4aa4-824c-0fc48f9838f1",28492,"SUG-224, SUG-245",,
"SUG-248","Sugartown","Formalize stat-card / card-builder content schema pattern","Audit (completed 2026-07-26) found three parallel tile patterns rendered through the same StatCard+Grid primitives: `cardSection`/`outcomeItem` (Studio-backed stat cluster), `cardBuilderSection`/`cardBuilderItem` (Studio-backed generic card grid), and a hardcoded ""Artifacts"" tile array (`eyebrow`/`title`/`body`/`href`) duplicated verbatim across 4 platform pages with zero Sanity backing. Formalize the pattern: fix stale content (a live `cardSection` doc still titled ""statTileSection — metric grid"", a pre-[SUG-151](https://linear.app/sugartown/issue/SUG-151/ds-phase-5-schema-migration-registry-and-audit-close-out)-rename leftover), decide whether the 4 duplicated hardcoded arrays should migrate to real `cardBuilderSection` content, clean up `outcomeItem.ts`'s stale header comment (references a nonexistent `caseStudy.outcomes[]` field and nonexistent `proofPointSection` type), and reconcile with [SUG-19](https://linear.app/sugartown/issue/SUG-19/kpi-dashboard-card-family-stat-card-bar-card-insight-card-bl-03)'s proposed `kpiDashboardSection` before it forks a third near-identical pattern.","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","Content, Schema, CMS",,,,,"2026-07-26T13:23:40.167Z","2026-08-09T10:58:08.964Z","2026-07-26T14:28:44.412Z",,"2026-07-26T16:12:00.044Z",,,,,"",,,,"a957150a-179d-447d-b9a9-ad4895219da0",28505,"SUG-19, SUG-151",,
"SUG-249","Sugartown","Rescope to incorporate /platform dashboards","","Backlog",,"Medium",,,"bex@sugartown.io","bex@sugartown.io","Design System",,,,,"2026-07-27T10:47:44.851Z","2026-08-09T10:56:16.469Z",,,,,,,"SUG-19","",,,,"7f776a7e-78bc-47bc-a31a-0c9af8e71102",27390,"SUG-262",,
"SUG-250","Sugartown","Agentic Caucus tool-selection audit & assisted handoff workflow","Audit the 52 published Knowledge Graph nodes to determine which AI agent produced which category of work and how it held up, combine that with external best-of-breed model-selection research to produce a data-backed tool-selection recommendation chart for the Agentic Caucus (currently defaulting to Claude for everything), and scope (design only) a Claude-to-ChatGPT incident-handoff packet — a version of the node authoring guide bundled with real incident details — so a second agent can author a node.","Backlog",,"Low",,,"bex@sugartown.io",,"",,,,,"2026-07-27T11:01:11.559Z","2026-08-09T10:54:21.184Z",,,,,,,,"",,,,"62207fb8-e23c-47c5-bd0a-647b25d6f112",27376,,,
"SUG-251","Sugartown","SEO meta & structured-data prerendering (fix CSR mainEntity race)","Fix the client-side-rendering race that causes intermittent Google Search Console ""missing mainEntity"" failures on /about. RootPage/SeoHead inject all SEO meta and JSON-LD imperatively in a useEffect after an async Sanity fetch resolves, and render nothing (not even base meta) during the loading state — confirmed the underlying data (page.primaryPerson → ProfilePage mainEntity) is currently correct, so the flakiness is architectural, not a data bug. Bake structured data (and ideally core SEO meta) into the served HTML at build time or via prerendering, following the existing build-redirects.js precedent of generating static output from Sanity data at build.","Backlog",,"High",,,"bex@sugartown.io",,"",,,,,"2026-07-27T11:19:10.892Z","2026-08-09T10:54:21.069Z",,,,,,,,"",,,,"d0302a11-bc21-4eb3-9126-4446acfdba33",25610,,,
"SUG-252","Sugartown","Add type-specific JSON-LD for Project and Tool detail pages","ProjectDetailPage.jsx and ToolDetailPage.jsx both call generateJsonLd(null, siteSettings) — found during [SUG-251](https://linear.app/sugartown/issue/SUG-251/seo-meta-and-structured-data-prerendering-fix-csr-mainentity-race)'s diagnostic pass on the /about mainEntity issue. Unlike article/node/caseStudy/person/page, the `project` and `tool` Sanity document types have no case in jsonLd.js's switch statement, so these two routes emit only the site-wide Organization/WebSite graph with zero doc-specific structured data. Add buildProject()/buildTool() following the existing buildArticle/buildPerson/buildCreativeWork pattern and wire the two call sites to pass the real document instead of null.","Backlog",,"Medium",,,"bex@sugartown.io",,"",,,,,"2026-07-27T11:24:10.494Z","2026-08-09T10:54:21.126Z",,,,,,,,"",,,,"705a9ee9-3579-47ae-9d8e-9a12be0d8382",27353,,"SUG-251",
"SUG-253","Sugartown","CWV audit & Agentic Browsing fixes (llms.txt, accessibility tree, mobile performance)","PageSpeed Insights (2026-07-27, homepage) added a new ""Agentic Browsing"" category — Sugartown scores 0/3 desktop, 1/3 mobile, failing ""Accessibility tree is not well-formed"" and ""llms.txt does not follow recommendations"" on both. Phase 1 brings llms.txt into spec compliance and investigates/fixes the accessibility-tree issue. Phase 2 addresses the mobile CWV performance gap the same report surfaces (Performance 65/100, LCP 6.6s, FCP 4.7s) — render-blocking requests (~1650ms), image delivery (63KiB), unused JS (156KiB) and CSS (28KiB) — which is consistent with the already-tracked poor-mobile baseline in CwvSnapshot.jsx's PERF_BACKUP, not a fresh regression.","Backlog",,"Medium",,,"bex@sugartown.io",,"",,,,,"2026-07-27T11:31:15.671Z","2026-08-09T10:54:21.097Z",,,,,,,,"",,,,"1da8d4d5-c44f-4bf5-a294-c7cea0362fb1",27346,,,
"SUG-254","Sugartown","Fix ESLint architectural boundary enforcement (no-restricted-imports never actually fires)","packages/eslint-config/boundaries.js's no-restricted-imports overrides have never fired for any package in the monorepo, across three distinct, compounding root causes (glob-anchoring bug in legacy eslintrc consumers, a rule-collision bug, and apps/web + apps/studio never wiring boundaries.js in at all since they're on ESLint v9 flat config). Root cause confirmed empirically; 2 real violations already found in packages/design-system. Discovered as a friction note during [SUG-225](https://linear.app/sugartown/issue/SUG-225/sugartown-mcp-server-v1-implementation).","Done",,"High",,,"bex@sugartown.io","bex@sugartown.io","",,,,,"2026-07-27T12:29:19.829Z","2026-08-09T10:54:21.554Z","2026-07-27T14:21:58.782Z",,"2026-07-28T16:23:31.388Z",,,,,"",,,,"fa9b99e0-bd31-4bbd-ba01-6a3f6842c697",25614,"SUG-225, SUG-257, SUG-258, SUG-259, SUG-262","SUG-255",
